P8	P33	1
P8	P34	1
P8	P35	11
P8	P37	2
P8	P39	1
P8	P43	4
P8	P56	1
P8	P61	3
P8	P64	1
P8	P65	1
P8	P74	1
P8	P95	2
P8	P101	95
P8	P104	4
P8	P107	1
P8	P108	2
P8	P111	6
P8	P114	2
P8	P117	2
P8	P118	4
P8	P120	1
P8	P121	4
P8	P131	4
P8	P137	8
P8	P161	5
P8	P163	1
P8	P164	1
P8	P165	109
P8	P166	6
P8	P168	1
P8	P172	1
P8	P179	1
P8	P181	56
P8	P184	1
P8	P186	13
P8	P201	109
P9	P19	1
P9	P20	2
P9	P33	7
P9	P34	1
P9	P35	1
P9	P52	1
P9	P54	1
P9	P74	1
P9	P75	1
P9	P106	1
P9	P113	1
P9	P114	4
P9	P118	1
P9	P132	1
P9	P134	2
P9	P165	3
P9	P166	1
P9	P175	1
P9	P176	4
P9	P181	3
P9	P186	2
P9	P198	1
P9	P201	1
P10	P57	2
P10	P64	1
P10	P109	1
P10	P117	1
P10	P121	1
P10	P150	2
P10	P158	1
P10	P163	1
P10	P172	1
P10	P177	1
P11	P12	20
P11	P13	3
P11	P15	2
P11	P18	1
P11	P32	1
P11	P38	2
P11	P51	5
P11	P57	1
P11	P58	2
P11	P64	7
P11	P67	2
P11	P71	5
P11	P93	11
P11	P96	4
P11	P109	1
P11	P116	1
P11	P117	1
P11	P120	6
P11	P122	1
P11	P123	3
P11	P124	4
P11	P127	5
P11	P129	3
P11	P140	3
P11	P145	2
P11	P148	2
P11	P150	1
P11	P158	1
P11	P159	1
P11	P174	9
P11	P182	1
P11	P186	1
P11	P193	2
P12	P13	9
P12	P15	27
P12	P17	35
P12	P18	12
P12	P22	1
P12	P38	1
P12	P50	1
P12	P51	36
P12	P53	3
P12	P63	12
P12	P64	16
P12	P66	6
P12	P67	5
P12	P71	4
P12	P81	4
P12	P84	2
P12	P86	1
P12	P88	12
P12	P94	4
P12	P96	22
P12	P109	11
P12	P112	2
P12	P116	19
P12	P117	3
P12	P120	22
P12	P121	2
P12	P123	3
P12	P124	1
P12	P127	93
P12	P129	1
P12	P132	1
P12	P139	5
P12	P140	16
P12	P151	14
P12	P153	39
P12	P157	9
P12	P158	4
P12	P159	48
P12	P174	40
P12	P179	3
P12	P199	1
P12	P200	1
P12	P207	2
P13	P14	1
P13	P15	2
P13	P17	3
P13	P18	27
P13	P21	1
P13	P22	1
P13	P23	1
P13	P24	2
P13	P25	2
P13	P27	1
P13	P28	2
P13	P30	1
P13	P38	4
P13	P40	1
P13	P47	1
P13	P49	1
P13	P51	7
P13	P57	1
P13	P58	1
P13	P59	1
P13	P61	1
P13	P64	20
P13	P65	1
P13	P67	8
P13	P71	16
P13	P76	4
P13	P78	1
P13	P79	2
P13	P80	3
P13	P85	1
P13	P86	3
P13	P92	1
P13	P93	45
P13	P96	9
P13	P100	10
P13	P103	2
P13	P109	4
P13	P112	21
P13	P113	1
P13	P116	4
P13	P117	11
P13	P119	7
P13	P120	27
P13	P121	9
P13	P122	12
P13	P123	17
P13	P124	19
P13	P127	3
P13	P134	16
P13	P140	3
P13	P143	4
P13	P145	15
P13	P147	2
P13	P148	2
P13	P149	1
P13	P150	1
P13	P154	1
P13	P156	13
P13	P159	3
P13	P160	1
P13	P163	1
P13	P174	2
P13	P185	7
P13	P186	14
P13	P192	3
P13	P193	1
P13	P195	2
P13	P207	1
P14	P16	1
P14	P22	1
P14	P24	1
P14	P25	1
P14	P26	1
P14	P27	2
P14	P30	3
P14	P31	3
P14	P41	10
P14	P51	4
P14	P60	16
P14	P62	4
P14	P68	5
P14	P69	2
P14	P72	20
P14	P73	4
P14	P75	1
P14	P82	4
P14	P85	1
P14	P113	1
P14	P119	1
P14	P126	3
P14	P128	40
P14	P130	3
P14	P133	14
P14	P134	1
P14	P146	6
P14	P147	1
P14	P154	6
P14	P187	21
P14	P188	26
P14	P189	22
P14	P190	15
P14	P191	22
P14	P194	105
P14	P196	107
P14	P197	103
P14	P205	3
P15	P17	11
P15	P18	1
P15	P33	1
P15	P38	1
P15	P50	2
P15	P57	14
P15	P63	1
P15	P64	2
P15	P67	1
P15	P71	2
P15	P88	1
P15	P93	5
P15	P96	5
P15	P98	1
P15	P102	1
P15	P107	1
P15	P109	3
P15	P114	1
P15	P116	1
P15	P117	1
P15	P120	3
P15	P121	1
P15	P127	16
P15	P129	1
P15	P132	1
P15	P140	1
P15	P150	8
P15	P153	3
P15	P158	4
P15	P159	6
P15	P160	1
P15	P174	2
P15	P178	1
P15	P180	6
P15	P183	1
P15	P193	1
P16	P24	1
P16	P31	1
P16	P41	1
P16	P60	4
P16	P62	2
P16	P69	1
P16	P73	2
P16	P82	3
P16	P87	2
P16	P125	1
P16	P128	2
P16	P142	13
P16	P146	9
P16	P154	8
P16	P187	1
P16	P188	1
P16	P189	1
P16	P196	1
P16	P197	3
P17	P33	1
P17	P51	4
P17	P57	1
P17	P64	4
P17	P66	1
P17	P67	2
P17	P71	1
P17	P84	1
P17	P88	1
P17	P93	1
P17	P94	1
P17	P96	2
P17	P102	1
P17	P109	1
P17	P116	4
P17	P117	1
P17	P120	2
P17	P121	2
P17	P123	1
P17	P127	27
P17	P140	1
P17	P153	1
P17	P158	3
P17	P159	1
P17	P160	1
P17	P167	1
P17	P174	2
P17	P178	1
P17	P179	1
P17	P180	1
P17	P183	1
P17	P193	1
P18	P38	1
P18	P51	4
P18	P64	9
P18	P67	1
P18	P71	2
P18	P93	36
P18	P116	4
P18	P117	1
P18	P120	30
P18	P121	1
P18	P122	3
P18	P123	4
P18	P124	7
P18	P145	2
P18	P186	2
P18	P193	1
P19	P21	1
P19	P25	2
P19	P31	1
P19	P32	2
P19	P35	4
P19	P37	1
P19	P39	34
P19	P51	1
P19	P54	1
P19	P101	7
P19	P104	149
P19	P108	1
P19	P111	3
P19	P114	1
P19	P137	166
P19	P161	4
P19	P164	3
P19	P165	11
P19	P181	163
P19	P184	8
P19	P186	4
P19	P198	2
P19	P201	5
P20	P33	10
P20	P48	1
P20	P52	1
P20	P74	2
P20	P77	1
P20	P108	1
P20	P113	1
P20	P114	3
P20	P123	2
P20	P132	1
P21	P38	4
P21	P39	3
P21	P41	14
P21	P42	13
P21	P44	13
P21	P50	12
P21	P64	15
P21	P67	3
P21	P68	1
P21	P71	6
P21	P72	1
P21	P83	7
P21	P92	12
P21	P94	3
P21	P98	3
P21	P104	3
P21	P116	1
P21	P117	17
P21	P121	3
P21	P122	5
P21	P124	17
P21	P125	1
P21	P137	1
P21	P145	4
P21	P147	1
P21	P148	1
P21	P149	2
P21	P181	1
P21	P186	6
P21	P190	1
P21	P199	7
P21	P203	7
P21	P205	2
P21	P206	1
P22	P38	5
P22	P39	22
P22	P41	3
P22	P42	5
P22	P44	5
P22	P50	23
P22	P51	1
P22	P64	9
P22	P67	1
P22	P71	6
P22	P83	2
P22	P92	5
P22	P94	18
P22	P117	9
P22	P121	2
P22	P122	3
P22	P124	12
P22	P145	3
P22	P148	4
P22	P149	7
P22	P157	1
P22	P158	1
P22	P167	2
P22	P189	1
P22	P193	3
P22	P194	1
P22	P196	1
P22	P197	1
P22	P199	2
P22	P203	2
P22	P205	4
P22	P206	1
P23	P38	2
P23	P39	2
P23	P41	17
P23	P42	16
P23	P44	16
P23	P50	6
P23	P51	2
P23	P60	2
P23	P62	1
P23	P64	18
P23	P67	2
P23	P71	8
P23	P72	2
P23	P78	1
P23	P82	1
P23	P92	16
P23	P96	1
P23	P102	1
P23	P111	1
P23	P112	2
P23	P116	1
P23	P117	22
P23	P121	2
P23	P122	6
P23	P123	2
P23	P124	23
P23	P125	1
P23	P128	1
P23	P145	7
P23	P166	1
P23	P178	1
P23	P180	1
P23	P186	5
P23	P191	1
P23	P194	1
P23	P196	1
P23	P205	1
P23	P206	6
P24	P38	7
P24	P41	1
P24	P51	2
P24	P60	2
P24	P62	2
P24	P64	23
P24	P67	6
P24	P71	16
P24	P72	1
P24	P82	1
P24	P93	3
P24	P94	3
P24	P98	2
P24	P116	1
P24	P117	32
P24	P121	3
P24	P122	11
P24	P124	25
P24	P125	3
P24	P126	4
P24	P129	1
P24	P130	3
P24	P133	4
P24	P145	16
P24	P148	1
P24	P149	1
P24	P183	2
P24	P186	9
P25	P33	1
P25	P38	2
P25	P39	10
P25	P41	6
P25	P42	8
P25	P44	8
P25	P50	18
P25	P60	1
P25	P64	15
P25	P67	3
P25	P71	9
P25	P82	1
P25	P83	7
P25	P92	8
P25	P93	3
P25	P94	11
P25	P96	1
P25	P98	1
P25	P104	2
P25	P117	21
P25	P121	1
P25	P122	6
P25	P123	2
P25	P124	16
P25	P137	2
P25	P145	7
P25	P149	2
P25	P167	1
P25	P179	1
P25	P181	1
P25	P186	2
P25	P191	1
P25	P193	2
P25	P199	7
P25	P203	7
P25	P205	2
P26	P38	3
P26	P39	1
P26	P41	1
P26	P44	1
P26	P50	29
P26	P64	10
P26	P71	2
P26	P78	1
P26	P83	31
P26	P90	1
P26	P92	1
P26	P94	1
P26	P107	1
P26	P116	1
P26	P117	11
P26	P122	1
P26	P123	1
P26	P124	10
P26	P125	2
P26	P126	3
P26	P130	1
P26	P133	2
P26	P145	2
P26	P149	1
P26	P184	1
P26	P186	2
P26	P199	31
P26	P203	32
P26	P205	6
P26	P206	2
P27	P38	1
P27	P39	1
P27	P41	25
P27	P42	31
P27	P44	31
P27	P50	17
P27	P60	1
P27	P64	8
P27	P83	15
P27	P86	1
P27	P92	31
P27	P117	8
P27	P122	2
P27	P124	8
P27	P149	1
P27	P186	1
P27	P188	1
P27	P190	1
P27	P193	1
P27	P194	2
P27	P196	1
P27	P199	15
P27	P203	15
P27	P205	7
P28	P38	3
P28	P39	1
P28	P50	1
P28	P64	34
P28	P67	3
P28	P71	8
P28	P94	4
P28	P98	2
P28	P116	3
P28	P117	38
P28	P121	4
P28	P122	11
P28	P123	1
P28	P124	34
P28	P145	14
P28	P148	4
P28	P149	3
P28	P167	2
P28	P172	1
P28	P183	1
P28	P186	10
P28	P193	2
P29	P38	1
P29	P39	1
P29	P50	38
P29	P64	6
P29	P71	4
P29	P83	38
P29	P110	1
P29	P117	10
P29	P121	1
P29	P122	2
P29	P124	7
P29	P125	1
P29	P126	1
P29	P130	1
P29	P133	1
P29	P145	4
P29	P148	1
P29	P183	1
P29	P186	1
P29	P199	38
P29	P203	36
P29	P205	4
P30	P38	2
P30	P39	1
P30	P41	5
P30	P42	11
P30	P44	11
P30	P50	6
P30	P64	24
P30	P67	6
P30	P71	10
P30	P83	6
P30	P92	12
P30	P94	2
P30	P98	3
P30	P117	30
P30	P121	2
P30	P122	3
P30	P123	2
P30	P124	28
P30	P145	3
P30	P149	2
P30	P167	1
P30	P183	1
P30	P186	3
P30	P188	1
P30	P189	2
P30	P194	3
P30	P196	3
P30	P197	3
P30	P199	6
P30	P203	5
P30	P205	6
P30	P206	1
P31	P42	7
P31	P44	7
P31	P50	7
P31	P64	9
P31	P67	2
P31	P68	1
P31	P71	3
P31	P72	2
P31	P76	1
P31	P80	1
P31	P92	13
P31	P94	1
P31	P102	3
P31	P104	1
P31	P117	10
P31	P121	1
P31	P122	1
P31	P123	1
P31	P124	8
P31	P125	5
P31	P126	4
P31	P128	8
P31	P130	4
P31	P133	5
P31	P137	1
P31	P142	1
P31	P145	2
P31	P149	1
P31	P178	3
P31	P180	3
P31	P183	1
P31	P184	1
P31	P193	1
P31	P205	8
P31	P206	1
P32	P39	3
P32	P41	26
P32	P42	31
P32	P44	31
P32	P50	11
P32	P51	1
P32	P64	11
P32	P83	9
P32	P92	31
P32	P93	1
P32	P94	1
P32	P104	2
P32	P117	10
P32	P122	1
P32	P123	1
P32	P124	8
P32	P125	1
P32	P126	1
P32	P130	1
P32	P133	1
P32	P137	1
P32	P145	3
P32	P149	1
P32	P184	2
P32	P186	1
P32	P199	9
P32	P203	9
P32	P205	6
P33	P37	1
P33	P51	2
P33	P52	2
P33	P54	2
P33	P58	1
P33	P74	6
P33	P86	1
P33	P99	1
P33	P106	2
P33	P108	3
P33	P113	1
P33	P114	13
P33	P116	3
P33	P118	1
P33	P123	4
P33	P132	4
P33	P139	1
P33	P141	1
P33	P157	1
P33	P159	1
P33	P160	10
P33	P172	2
P33	P177	1
P33	P179	2
P33	P198	3
P34	P36	3
P34	P39	8
P34	P40	1
P34	P43	65
P34	P45	62
P34	P47	27
P34	P48	2
P34	P49	1
P34	P65	3
P34	P97	15
P34	P118	8
P34	P131	16
P34	P132	1
P34	P135	15
P34	P155	1
P34	P159	1
P34	P162	5
P34	P169	4
P34	P171	4
P34	P173	2
P34	P179	1
P34	P198	1
P34	P202	5
P35	P101	9
P35	P104	3
P35	P108	1
P35	P111	8
P35	P114	7
P35	P137	5
P35	P160	3
P35	P161	4
P35	P164	3
P35	P165	14
P35	P166	1
P35	P181	15
P35	P186	4
P35	P193	1
P35	P198	3
P35	P201	11
P36	P39	2
P36	P43	3
P36	P45	4
P36	P47	4
P36	P94	1
P36	P155	106
P36	P169	106
P36	P173	106
P37	P46	4
P37	P47	1
P37	P48	1
P37	P52	1
P37	P61	1
P37	P74	1
P37	P77	1
P37	P89	1
P37	P92	1
P37	P98	1
P37	P99	2
P37	P101	1
P37	P114	15
P37	P117	1
P37	P137	2
P37	P152	4
P37	P160	17
P37	P161	1
P37	P163	3
P37	P165	1
P37	P166	1
P37	P172	2
P37	P181	1
P37	P184	1
P37	P186	1
P37	P198	4
P37	P201	3
P38	P39	5
P38	P43	1
P38	P50	370
P38	P51	2
P38	P64	3
P38	P65	1
P38	P67	7
P38	P71	15
P38	P94	479
P38	P97	1
P38	P98	113
P38	P116	1
P38	P118	1
P38	P122	6
P38	P123	5
P38	P124	6
P38	P131	2
P38	P135	1
P38	P139	1
P38	P145	17
P38	P148	75
P38	P149	434
P38	P159	2
P38	P167	13
P38	P186	401
P38	P193	138
P39	P40	15
P39	P43	9
P39	P45	8
P39	P47	5
P39	P50	85
P39	P51	3
P39	P61	3
P39	P65	1
P39	P67	1
P39	P70	6
P39	P71	3
P39	P76	23
P39	P78	22
P39	P80	22
P39	P83	1
P39	P86	16
P39	P90	9
P39	P92	2
P39	P94	78
P39	P95	1
P39	P97	2
P39	P98	13
P39	P100	1
P39	P101	2
P39	P103	1
P39	P104	36
P39	P107	3
P39	P111	2
P39	P112	2
P39	P113	23
P39	P115	10
P39	P118	1
P39	P131	1
P39	P135	3
P39	P137	35
P39	P138	8
P39	P143	1
P39	P145	4
P39	P148	33
P39	P149	43
P39	P155	1
P39	P160	2
P39	P161	1
P39	P162	1
P39	P164	1
P39	P165	6
P39	P166	1
P39	P167	8
P39	P168	3
P39	P169	1
P39	P171	1
P39	P173	2
P39	P179	1
P39	P181	33
P39	P182	1
P39	P184	13
P39	P185	3
P39	P186	13
P39	P192	2
P39	P193	80
P39	P195	1
P39	P198	1
P39	P199	1
P39	P200	1
P39	P201	5
P39	P203	2
P39	P205	2
P39	P207	1
P40	P50	3
P40	P70	1
P40	P76	98
P40	P78	97
P40	P80	97
P40	P90	1
P40	P91	1
P40	P98	1
P40	P117	1
P40	P159	1
P40	P175	1
P40	P184	1
P40	P185	1
P40	P192	10
P40	P195	8
P40	P198	1
P40	P203	1
P40	P205	2
P40	P206	1
P41	P42	101
P41	P44	102
P41	P60	4
P41	P68	1
P41	P72	6
P41	P73	1
P41	P82	1
P41	P92	92
P41	P125	29
P41	P126	26
P41	P130	19
P41	P133	21
P41	P142	2
P41	P146	2
P41	P147	1
P41	P187	3
P41	P188	1
P41	P189	1
P41	P190	5
P41	P191	1
P41	P194	9
P41	P196	11
P41	P197	6
P42	P44	133
P42	P50	1
P42	P92	126
P42	P125	6
P42	P126	7
P42	P205	35
P43	P45	61
P43	P47	26
P43	P48	1
P43	P49	2
P43	P51	1
P43	P55	1
P43	P65	9
P43	P77	1
P43	P94	1
P43	P96	1
P43	P97	9
P43	P98	2
P43	P114	1
P43	P116	2
P43	P118	11
P43	P120	1
P43	P131	13
P43	P135	11
P43	P155	1
P43	P162	6
P43	P169	2
P43	P171	5
P43	P173	2
P43	P177	3
P43	P179	1
P43	P202	2
P44	P50	1
P44	P92	124
P44	P125	8
P44	P126	10
P44	P130	3
P44	P205	34
P45	P47	31
P45	P52	1
P45	P65	2
P45	P97	5
P45	P118	2
P45	P131	2
P45	P135	1
P45	P145	1
P45	P155	3
P45	P162	4
P45	P169	5
P45	P173	5
P45	P202	1
P46	P52	1
P46	P61	1
P46	P70	7
P46	P75	1
P46	P86	1
P46	P98	1
P46	P108	1
P46	P111	1
P46	P117	7
P46	P160	4
P46	P162	1
P46	P163	1
P46	P166	1
P46	P168	1
P46	P170	6
P46	P186	1
P47	P52	1
P47	P61	1
P47	P97	2
P47	P120	1
P47	P135	1
P47	P155	2
P47	P169	3
P47	P173	3
P48	P49	29
P48	P51	1
P48	P55	6
P48	P65	6
P48	P77	7
P48	P98	1
P48	P116	2
P48	P131	2
P48	P162	8
P48	P171	12
P49	P51	2
P49	P55	11
P49	P65	18
P49	P77	17
P49	P97	4
P49	P98	2
P49	P116	9
P49	P131	7
P49	P135	9
P49	P162	21
P49	P171	24
P49	P173	1
P49	P202	5
P50	P61	1
P50	P64	2
P50	P67	2
P50	P71	5
P50	P76	3
P50	P78	3
P50	P80	2
P50	P83	124
P50	P86	120
P50	P92	9
P50	P93	1
P50	P94	399
P50	P95	1
P50	P98	2
P50	P102	1
P50	P104	3
P50	P107	1
P50	P113	17
P50	P115	112
P50	P117	7
P50	P121	2
P50	P122	5
P50	P124	8
P50	P127	1
P50	P138	107
P50	P140	1
P50	P144	1
P50	P145	3
P50	P148	62
P50	P149	398
P50	P153	1
P50	P159	1
P50	P167	3
P50	P179	1
P50	P180	1
P50	P183	1
P50	P186	386
P50	P193	156
P50	P199	124
P50	P200	1
P50	P203	123
P50	P204	1
P50	P205	22
P50	P206	10
P50	P207	3
P51	P53	2
P51	P55	3
P51	P59	2
P51	P60	2
P51	P63	4
P51	P64	20
P51	P66	3
P51	P67	8
P51	P68	1
P51	P71	11
P51	P72	3
P51	P76	1
P51	P77	4
P51	P78	1
P51	P80	1
P51	P81	2
P51	P82	1
P51	P88	2
P51	P93	62
P51	P94	3
P51	P96	39
P51	P98	1
P51	P100	4
P51	P102	1
P51	P108	1
P51	P109	7
P51	P112	2
P51	P116	8
P51	P117	4
P51	P120	8
P51	P121	5
P51	P122	6
P51	P123	15
P51	P124	11
P51	P127	8
P51	P128	3
P51	P129	2
P51	P135	1
P51	P137	1
P51	P139	2
P51	P140	3
P51	P142	1
P51	P143	1
P51	P145	7
P51	P146	2
P51	P148	2
P51	P149	1
P51	P151	1
P51	P153	8
P51	P154	2
P51	P159	14
P51	P160	2
P51	P165	1
P51	P166	1
P51	P171	1
P51	P174	7
P51	P178	1
P51	P179	1
P51	P180	1
P51	P181	2
P51	P182	3
P51	P186	5
P51	P189	2
P51	P192	1
P51	P193	3
P51	P200	2
P51	P204	3
P51	P205	1
P51	P207	1
P52	P54	6
P52	P56	6
P52	P64	1
P52	P75	5
P52	P89	3
P52	P92	1
P52	P93	1
P52	P97	1
P52	P106	1
P52	P108	2
P52	P112	1
P52	P116	1
P52	P148	1
P52	P165	1
P52	P168	1
P52	P174	1
P52	P176	5
P52	P179	1
P53	P66	4
P53	P84	2
P53	P96	2
P53	P140	1
P53	P153	6
P53	P157	1
P53	P204	1
P54	P56	5
P54	P65	1
P54	P75	4
P54	P89	2
P54	P104	1
P54	P106	7
P54	P112	7
P54	P118	1
P54	P137	1
P54	P141	2
P54	P148	1
P54	P157	11
P54	P172	1
P54	P175	2
P54	P176	4
P54	P181	1
P55	P77	7
P55	P98	1
P55	P116	6
P55	P131	1
P55	P162	1
P55	P171	3
P56	P66	1
P56	P75	4
P56	P79	1
P56	P81	2
P56	P84	1
P56	P89	5
P56	P106	3
P56	P112	5
P56	P116	3
P56	P127	1
P56	P148	1
P56	P157	8
P56	P179	1
P56	P182	1
P56	P200	1
P57	P64	2
P57	P67	1
P57	P71	1
P57	P88	1
P57	P98	5
P57	P102	27
P57	P105	3
P57	P110	8
P57	P112	2
P57	P116	1
P57	P117	1
P57	P123	1
P57	P129	6
P57	P132	8
P57	P139	2
P57	P144	6
P57	P150	78
P57	P158	31
P57	P173	1
P57	P178	31
P57	P179	1
P57	P180	21
P57	P183	3
P58	P64	2
P58	P65	4
P58	P71	2
P58	P93	2
P58	P105	1
P58	P109	1
P58	P112	1
P58	P116	2
P58	P120	4
P58	P124	1
P58	P140	1
P58	P148	1
P58	P149	1
P58	P162	3
P58	P163	2
P58	P171	3
P58	P174	1
P58	P177	1
P58	P183	1
P59	P100	25
P59	P103	1
P59	P112	1
P59	P119	1
P59	P136	3
P59	P143	2
P59	P192	1
P59	P205	1
P60	P62	15
P60	P68	11
P60	P69	17
P60	P72	56
P60	P73	24
P60	P82	17
P60	P85	2
P60	P87	15
P60	P112	1
P60	P119	1
P60	P123	1
P60	P128	15
P60	P134	8
P60	P136	1
P60	P139	1
P60	P142	6
P60	P146	3
P60	P147	5
P60	P154	5
P60	P170	1
P60	P187	1
P60	P188	4
P60	P189	2
P60	P190	1
P60	P191	2
P60	P194	1
P60	P197	5
P60	P205	1
P60	P206	1
P61	P71	1
P61	P90	2
P61	P91	4
P61	P92	1
P61	P95	35
P61	P98	2
P61	P117	35
P61	P123	2
P61	P160	1
P61	P163	5
P61	P167	1
P61	P168	1
P61	P181	3
P61	P201	1
P62	P68	3
P62	P72	12
P62	P73	3
P62	P82	9
P62	P188	2
P62	P197	2
P63	P66	44
P63	P81	2
P63	P84	1
P63	P96	36
P63	P98	1
P63	P107	1
P63	P122	1
P63	P125	1
P63	P139	4
P63	P140	1
P63	P151	12
P63	P153	28
P63	P159	1
P63	P204	1
P63	P207	3
P64	P67	13
P64	P88	3
P64	P92	1
P64	P93	52
P64	P94	2
P64	P96	23
P64	P98	2
P64	P99	1
P64	P102	11
P64	P105	7
P64	P110	5
P64	P111	2
P64	P113	1
P64	P116	9
P64	P117	245
P64	P120	12
P64	P121	87
P64	P122	23
P64	P123	27
P64	P124	183
P64	P127	8
P64	P129	3
P64	P132	1
P64	P139	2
P64	P140	3
P64	P145	27
P64	P148	6
P64	P158	3
P64	P159	6
P64	P163	5
P64	P167	1
P64	P170	1
P64	P172	1
P64	P174	7
P64	P177	1
P64	P178	14
P64	P179	1
P64	P180	11
P64	P183	79
P64	P201	1
P65	P77	21
P65	P86	1
P65	P97	5
P65	P98	2
P65	P106	1
P65	P116	15
P65	P118	1
P65	P131	8
P65	P135	7
P65	P145	1
P65	P162	57
P65	P171	56
P65	P172	1
P65	P177	3
P65	P202	20
P66	P81	19
P66	P84	7
P66	P96	48
P66	P112	1
P66	P140	2
P66	P151	12
P66	P153	8
P66	P159	1
P66	P179	1
P66	P200	2
P66	P207	3
P67	P71	163
P67	P93	11
P67	P94	7
P67	P96	2
P67	P98	5
P67	P102	1
P67	P109	4
P67	P110	1
P67	P116	1
P67	P117	69
P67	P121	29
P67	P122	64
P67	P123	8
P67	P124	82
P67	P127	1
P67	P129	1
P67	P145	42
P67	P148	11
P67	P149	6
P67	P158	3
P67	P167	2
P67	P178	1
P67	P179	1
P67	P182	1
P67	P183	22
P67	P204	1
P68	P72	14
P68	P73	4
P68	P82	6
P68	P87	4
P68	P119	1
P68	P125	1
P68	P128	3
P68	P134	3
P68	P146	4
P68	P147	5
P68	P154	4
P69	P72	17
P69	P73	15
P69	P85	2
P69	P87	7
P69	P128	3
P69	P134	1
P69	P139	1
P69	P146	2
P69	P154	2
P69	P170	1
P69	P197	1
P70	P86	2
P70	P90	38
P70	P91	34
P70	P95	4
P70	P98	41
P70	P107	1
P70	P117	11
P70	P160	2
P70	P163	1
P70	P166	1
P70	P170	6
P70	P181	2
P70	P184	2
P71	P86	1
P71	P88	1
P71	P93	19
P71	P94	11
P71	P95	1
P71	P96	9
P71	P98	5
P71	P102	2
P71	P105	6
P71	P110	1
P71	P113	1
P71	P115	3
P71	P116	10
P71	P117	119
P71	P120	1
P71	P121	43
P71	P122	117
P71	P123	30
P71	P124	113
P71	P127	1
P71	P129	2
P71	P132	2
P71	P138	6
P71	P139	3
P71	P145	72
P71	P148	16
P71	P149	13
P71	P158	3
P71	P159	2
P71	P167	6
P71	P170	2
P71	P178	3
P71	P179	27
P71	P182	28
P71	P183	31
P71	P200	14
P71	P207	15
P72	P73	22
P72	P82	13
P72	P85	2
P72	P87	14
P72	P112	1
P72	P119	1
P72	P125	2
P72	P128	16
P72	P134	8
P72	P136	1
P72	P139	1
P72	P142	4
P72	P146	9
P72	P147	6
P72	P154	9
P72	P170	1
P72	P187	1
P72	P188	1
P72	P189	4
P72	P191	1
P72	P197	3
P73	P85	2
P73	P87	10
P73	P134	3
P73	P139	1
P73	P146	3
P73	P154	3
P73	P170	1
P74	P114	4
P74	P123	1
P74	P132	2
P74	P152	2
P74	P160	4
P74	P161	1
P74	P165	1
P74	P166	1
P74	P181	1
P74	P186	1
P74	P201	3
P75	P89	5
P75	P106	2
